26.05.22 00:00:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379200000
26.05.22 00:00:00.057 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:01:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379260000
26.05.22 00:01:00.019 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:02:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379320000
26.05.22 00:02:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:03:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379380000
26.05.22 00:03:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:04:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379440000
26.05.22 00:04:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:05:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379500000
26.05.22 00:05:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:06:00.007 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379560000
26.05.22 00:06:00.009 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:07:00.007 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379620000
26.05.22 00:07:00.009 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:08:00.007 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379680000
26.05.22 00:08:00.010 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:09:00.007 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379740000
26.05.22 00:09:00.009 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:10:00.007 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379800000
26.05.22 00:10:00.009 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:11:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379860000
26.05.22 00:11:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:12:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379920000
26.05.22 00:12:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:13:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779379980000
26.05.22 00:13:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:14:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380040000
26.05.22 00:14:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:15:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380100000
26.05.22 00:15:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:16:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380160000
26.05.22 00:16:00.018 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:17:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380220000
26.05.22 00:17:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:18:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380280000
26.05.22 00:18:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:19:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380340000
26.05.22 00:19:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:20:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380400000
26.05.22 00:20:00.019 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:21:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380460000
26.05.22 00:21:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:22:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380520000
26.05.22 00:22:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:23:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380580000
26.05.22 00:23:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:24:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380640000
26.05.22 00:24:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:25:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380700000
26.05.22 00:25:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:26:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380760000
26.05.22 00:26:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:27:00.032 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380820000
26.05.22 00:27:00.033 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:28:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380880000
26.05.22 00:28:00.020 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:29:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779380940000
26.05.22 00:29:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:30:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381000000
26.05.22 00:30:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:31:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381060000
26.05.22 00:31:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:32:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381120000
26.05.22 00:32:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:33:00.013 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381180000
26.05.22 00:33:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:34:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381240000
26.05.22 00:34:00.018 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:35:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381300000
26.05.22 00:35:00.018 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:36:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381360000
26.05.22 00:36:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:37:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381420000
26.05.22 00:37:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:38:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381480000
26.05.22 00:38:00.018 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:39:00.015 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381540000
26.05.22 00:39:00.017 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:40:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381600000
26.05.22 00:40:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
26.05.22 00:41:00.014 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] log() called: records=1160, ts=1779381660000
26.05.22 00:41:00.016 [OpenMUC Data Manager] WARN  o.o.f.datalogger.mqtt.MqttLogger - [MQTT-LOGGER] NEW mqttWriter instance id=840830120
